record_id,title,release_date,director,studio,country,subgenre,runtime,mpaa_rating,budget_usd,box_office_usd,user_score,vote_count
2918,City of the Living Dead,1980/09/01,Lucio Fulci,Dania Film,ITALY,Psychological,102 min,G,,USD 6159368,8.8,416151
4072,let the right one in,07/25/2008,Tomas Alfredson,Sandrew Metronome,Sweden,Occult,162,Unrated,"$50,000","$249,436",5.9,32854
4893,Titane,2021/11/17,Julia Ducournau,neon,France,Werewolf,98,PG-13,,USD 191227230,,242346
4092,Martyrs,11/4/2008,Pascal Laugier,Wild Bunch,France,Psychological,116 min,G,"20,000,000",,5.1,280415
4730,Suspiria,2018/04/17,Luca Guadagnino,Amazon Studios,ITALY,Folk Horror|Splatter,154min,PG,300000,3561660,8.6,64592
2676,The Evil Dead,28-09-1981,Sam Raimi,New Line,us,Supernatural,114min,NC-17,$50000,"$547,550",8.1,316466
3646,Ju-on The Grudge,04-09-2002,Takashi Shimizu,Toei,JAPAN,Slasher,1h 53m,Unrated,"$120,000",,5.4,380453
4854,  Saint Maud ,10/23/2019,Rose Glass,A24,U.K.,Folk Horror|Supernatural,101min,NC-17,"$3,000,000",9179482,8.4,66291
1877,onibaba,9/9/1964,,TOHO,JAPAN,Supernatural|Found Footage,90min,PG,35000000,"$254,458,145",6.4,181086
4457,  The Wailing ,11/5/2016,Na Hong-jin,20th Century Fox Korea,South Korea,Found Footage,,Not Rated,750000,"$6,632,236",7.6,404442
3678,Dark Water,2002-06-22,Hideo Nakata,TOHO,Nippon,Comedy Horror,157 min,R,750000,8030796,5.4,252380
1971,KILL BABY KILL,9/22/1966,Mario Bava,FUL Films,ITALY,Vampire,1h 12m,Unrated,"$6,000,000",49406007,6.1,92974
1751,The Innocents,1961-11-13,Jack Clayton,20th Century Fox,United Kingdom,Splatter,122,NC-17,USD 1500000,USD 19063753,7.0,70652
3080,Hellraiser,4/19/1987,Clive Barker,New World Pictures,United Kingdom,Slasher,,G,$50000,"$269,251",6.8,274862
3224,Candyman,1992/01/22,Bernard Rose,TriStar Pictures,U.S.A.,Comedy Horror|Zombie,78,PG-13,USD 50000,"197,869",6.1,254052
3161,TETSUO THE IRON MAN,11/20/1989,Shinya Tsukamoto,Kaijyu Theater,Japan,Vampire,2h 45m,PG-13,"$20,000,000","255,667,125",6.4,245473
2513,Alien,05-05-1979,Ridley Scott,20th Century Fox,England,Occult|Creature Feature,116,G,10000000,"$15,461,470",6.4,77667
2077,Witchfinder General,1968-07-28,Michael Reeves,Tigon,England,Giallo,153min,Unrated,"10,000,000","$136,636,027",,272711
3625,Ju-on The Grudge,05/07/2002,Takashi Shimizu,Toei,Nippon,Slasher,,Unrated,"$120,000","547,265",,352580
2536,Zombie Flesh Eaters,8/5/1979,Lucio Fulci,Variety Film,Italy,Vampire,,PG,"$20,000,000","$61,567,279",8.7,421443
4696,  Hereditary ,2018/10/24,Ari Aster,a24,United States,Zombie,118min,NC-17,$300000,$3726295,7.1,205105
1378,The Thing from Another World,10/25/1951,Christian Nyby,RKO Radio Pictures,USA ,Giallo|Creature Feature,81min,Unrated,USD 50000,"$36,116",8.5,251818
4480,The Wailing,2016/10/24,Na Hong-jin,20th Century Fox Korea,S. Korea,Found Footage,150,Not Rated,,"$6,632,236",7.6,149876
3203,The Silence of the Lambs,1991-03-07,Jonathan Demme,Orion Pictures,us,Supernatural|Kaiju,141,NC-17,$20000000,197214540,8.3,27097
2709,An American Werewolf in London,1981-05-10,John Landis,Universal  ,England,Cosmic Horror,1h 29m,,"50,000",$400014,8.8,32090
4239,The Conjuring,2013/06/12,James Wan,Warner Bros,us,Werewolf,1h 31m,Unrated,"$50,000",75128,9.0,301310
4343,IT FOLLOWS,1/15/2014,David Robert Mitchell,Radius-TWC,us,Found Footage,93,Unrated,$1500000,"$15,379,273",8.1,334455
3954,Inside,2007/02/05,Alexandre Bustillo,La Fabrique de Films,FRANCE,Gothic,100min,Unrated,"$35,000,000","$435,166,860",8.3,263771
3819,The Descent,10/10/2005,Neil Marshall,Pathe,U.K.,Splatter,73,PG,"1,500,000",18020687,6.5,42415
1664,Black Sunday,18-10-1960,Mario Bava,Galatea Film,italy,Supernatural|Psychological,1h 53m,NC-17,"$50,000",,,344589
4005,The Orphanage,3/26/2007,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,145,R,"20,000,000",$220449652,5.4,163685
5181,The Substance,06-06-2024,Coralie Fargeat,Mubi,france,Psychological,75,NC-17,,101442,8.3,247895
4556,The Autopsy of Jane Doe,10-05-2016,Andre Ovredal,IFC Midnight,U.K.,Psychological|Giallo,102min,R,"120,000","$757,476",8.7,292894
3457,Session 9,2001-11-08,Brad Anderson,USA Films,U.S.A.,Comedy Horror,71,Not Rated,"$3,000,000","41,390,468",6.7,401126
3101,Hellraiser,1987/07/21,Clive Barker,New World Pictures,United Kingdom,Slasher,98min,G,"$50,000",269251,6.8,417743
2782,Possession,1981/06/08,Andrzej Zulawski,Gaumont,France,Vampire,162,R,"$35,000,000",$252848869,,438468
4557,The Autopsy of Jane Doe,16-01-2016,Andre Ovredal,IFC Midnight,United Kingdom,Psychological|Giallo,102min,R,$120000,"757,476",8.7,366135
4043,PARANORMAL ACTIVITY,2007/01/08,Oren Peli,BlumHouse,us,Giallo,73 min,R,"$10,000,000","$19,874,391",7.0,418287
1858,Blood and Black Lace,1964/09/19,Mario Bava,Emmepi Cinematografica,ITALY,Gothic|Giallo,,,120000,"$215,381",8.4,223189
2081,WITCHFINDER GENERAL,08/03/1968,Michael Reeves,Tigon,England,Giallo,153,Unrated,$10000000,136636027,8.5,25118
4778,Midsommar,07/22/2019,Ari Aster,A24,United States,Comedy Horror,93,G,"6,000,000",USD 31450041,6.8,36565
4944,X,2022-01-06,Ti West,a24,us,Splatter,126min,NC-17,"$20,000,000",253893251,7.9,268560
1363,The Thing from Another World,1951-10-03,Christian Nyby,RKO Radio Pictures,United States,Giallo|Creature Feature,81,Unrated,"$50,000","$36,116",8.5,132686
1353,The Thing from Another World,3/5/1951,Christian Nyby,RKO Radio Pictures,USA,Giallo|Creature Feature,81,Unrated,"50,000",36116,8.5,254776
2086,Witchfinder General,1968-03-28,Michael Reeves,Tigon,England,Giallo,153,Unrated,"$10,000,000","136,636,027",8.5,204441
3227,Candyman,4/21/1992,Bernard Rose,TriStar Pictures,USA,Comedy Horror|Zombie,78 min,PG-13,"50,000","$197,869",6.1,384314
1506,The Curse of Frankenstein,1957-07-25,Terence Fisher,Hammer,United Kingdom,Werewolf|Vampire,129,PG-13,"$10,000,000",$139128163,6.5,359944
1997,Kill Baby Kill,1966/11/19,Mario Bava,FUL Films,Italy,Vampire,72,Unrated,$6000000,"$49,406,007",6.1,357338
4083,Martyrs,08-02-2008,Pascal Laugier,Wild Bunch,FRANCE,Psychological,116min,G,20000000,,5.1,255046
3554,Pulse,2001/05/27,Kiyoshi Kurosawa,Toho,Nippon,Creature Feature|Body Horror,99min,NC-17,"$300,000",190306,5.2,91567
2254,SHIVERS,12/22/1975,David Cronenberg,Cinepix,CANADA,Cosmic Horror,125,PG,"1,500,000",18485513,8.0,401831
3215,The Silence of the Lambs,05-04-1991,Jonathan Demme,Orion Pictures,United States,Supernatural|Kaiju,2h 21m,NC-17,20000000,"$197,214,540",8.3,238052
2080,Witchfinder General,4/5/1968,Michael Reeves,Tigon,United Kingdom,Giallo,2h 33m,Unrated,"10,000,000",136636027,8.5,52703
2350,Suspiria,1977-02-21,Dario Argento,Seda Spettacoli,Italy,Occult,145,,"$35,000,000",113427337,,24375
3006,Phenomena,1985-08-22,Dario Argento,DACFILM Rome,Italy,Comedy Horror,130,PG-13,"$6,000,000","9,032,401",9.1,363476
2247,Shivers,09/21/1975,David Cronenberg,Cinepix,Canada,Cosmic Horror,125,PG,"$1,500,000",USD 18485513,8.0,181094
3989,The Orphanage,2007/06/19,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,145min,R,,USD 220449652,5.4,181464
1318,I Walked with a Zombie,03/05/1943,Jacques Tourneur,RKO Radio Pictures,us,Found Footage,144,R,$300000,,8.9,52831
3307,Ringu,1998-10-16,Hideo Nakata,Toho,JAPAN,Psychological,71 min,PG,$20000000,,4.9,168523
3739,High Tension,27-07-2003,Alexandre Aja,EuropaCorp,france,Zombie|Kaiju,161,G,USD 1500000,12580491,4.6,105636
1434,creature from the black lagoon,1954-01-24,Jack Arnold,Universal  ,us,Psychological|Cosmic Horror,80 min,PG,,"131,198,528",4.7,56996
2330,Suspiria,15-03-1977,Dario Argento,Seda Spettacoli,Italy,Occult,145min,,$35000000,113427337,8.9,82202
4875,Possessor,10/14/2020,Brandon Cronenberg,NEON,Canada,Occult,2h 18m,G,USD 300000,,8.1,15784
3096,Hellraiser,2/21/1987,Clive Barker,New World Pictures,United Kingdom,Slasher,98,G,"$50,000",$269251,6.8,136957
5203,Longlegs,2024/04/25,Osgood Perkins,neon,USA,Gothic,160,NC-17,10000000,,6.0,304822
3249,Candyman,07/17/1992,Bernard Rose,TriStar Pictures,USA,Comedy Horror|Zombie,78,PG-13,$50000,"$197,869",6.1,87271
4623,It,1/12/2017,Andy Muschietti,WARNER BROS.,USA ,Zombie|Giallo,89,NC-17,"$1,500,000",,5.8,61588
4188,THE CABIN IN THE WOODS,10/28/2011,Drew Goddard,Lionsgate,USA ,Body Horror,107,Not Rated,35000000,$16820487,7.4,321038
4699,Suspiria,2018-05-03,Luca Guadagnino,Amazon Studios,italy,Folk Horror|Splatter,154,PG,300000,,8.6,171216
3071,The Fly,1986-03-25,David Cronenberg,20th Century Fox,United States,Cosmic Horror,104,,USD 35000000,$407590945,7.8,26416
4550,The Autopsy of Jane Doe,01/21/2016,Andre Ovredal,IFC Midnight,UK,Psychological|Giallo,,R,USD 120000,757476,8.7,370101
1136,Freaks,1/19/1932,Tod Browning,MGM,United States,Cosmic Horror,72,Unrated,6000000,5451081,4.6,219954
3272,Cronos,12/7/1993,Guillermo del Toro,October Films,Mexico,Werewolf|Body Horror,71min,R,120000,"$200,544",5.0,476807
1815,The Birds,22-06-1963,Alfred Hitchcock,universal,United States,Slasher|Psychological,106 min,PG-13,3000000,,5.2,26713
1389,House of Wax,05/14/1953,Andre de Toth,Warner Bros.,United States,Kaiju|Gothic,72,G,USD 10000000,"$90,384,239",8.2,231729
4588,Get Out,27-10-2017,Jordan Peele,BlumHouse,U.S.A.,Comedy Horror,111,Unrated,,"$1,256,432",7.9,175765
2886,The Beyond,1981/06/01,Lucio Fulci,Fulvia Film,italy,Gothic,160,Not Rated,"$3,000,000",$32305279,7.1,215984
2319,Suspiria,08/01/1977,Dario Argento,Seda Spettacoli,italy,Occult,145 min,Unrated,"$35,000,000","$113,427,337",8.9,404606
2972,A NIGHTMARE ON ELM STREET,1984-07-13,Wes Craven,New Line,us,Werewolf,117,Not Rated,"1,500,000",10311433,5.9,209590
2642,The Fog,01/20/1980,John Carpenter,Avco Embassy,USA ,Vampire,102,NC-17,USD 1500000,"$3,085,118",4.7,407153
1943,Repulsion,1965-06-14,Roman Polanski,Compton Films,England,Cosmic Horror|Supernatural,142,,$300000,$4103145,7.3,392923
5205,Longlegs,24-04-2024,Osgood Perkins,NEON,U.S.A.,Gothic,2h 40m,NC-17,"$10,000,000","54,792,293",6.0,238024
4441,Green Room,10/12/2015,Jeremy Saulnier,A24,U.S.A.,Body Horror,94,G,750000,"9,129,839",9.0,283463
1315,I Walked with a Zombie,1943-03-18,Jacques Tourneur,RKO Radio Pictures,U.S.A.,Found Footage,144min,R,"300,000","2,896,340",8.9,2288
3066,The Fly,1986-12-03,David Cronenberg,20th Century Fox,USA ,Cosmic Horror,104,R,"$35,000,000",407590945,7.8,103433
2724,an american werewolf in london,14-08-1981,John Landis,UNIVERSAL,United Kingdom,Cosmic Horror,89 min,Unrated,50000,,8.8,119273
2619,The Shining,1980/02/18,Stanley Kubrick,Warner Bros,United States,Psychological|Supernatural,2h 31m,Not Rated,,"2,789,629",6.8,78536
2415,HOUSE,6/24/1977,Nobuhiko Obayashi,TOHO,Japan,Creature Feature,157,Not Rated,"$120,000",$385505,8.3,337219
2961,A Nightmare on Elm Street,09/13/1984,Wes Craven,new line cinema,United States,Werewolf,117min,Not Rated,"$1,500,000","$10,311,433",5.9,332189
2770,Scanners,1981-05-08,David Cronenberg,Avco Embassy,CANADA,Found Footage,2h 10m,PG,USD 35000000,$325820643,8.9,327025
4234,The Conjuring,2013-02-16,James Wan,Warner Bros,us,Werewolf,91,Unrated,$50000,$75128,9.0,272557
1671,Black Sunday,1/7/1960,Mario Bava,Galatea Film,ITALY,Supernatural|Psychological,113,NC-17,USD 50000,"$426,793",6.5,78151
5145,  Late Night with the Devil ,2023/06/15,Colin Cairnes,IFC Films,Australia,Psychological,70,NC-17,6000000,"$44,680,381",8.2,313444
2739,An American Werewolf in London,28-07-1981,John Landis,Universal Pictures,England,Cosmic Horror,89 min,Unrated,"$50,000",USD 400014,8.8,61275
1786,Carnival of Souls,1962/06/24,Herk Harvey,Herts-Lion International,United States,Body Horror,100 min,,"20,000,000",$22553699,8.7,395973
4477,the wailing,26-04-2016,Na Hong-jin,20th Century Fox Korea,S. Korea,Found Footage,150,Not Rated,"750,000","$6,632,236",7.6,468465
2408,House,1977-09-09,Nobuhiko Obayashi,Toho Co.,JAPAN,Creature Feature,157,Not Rated,$120000,"$385,505",8.3,28826
2425,House,11/18/1977,Nobuhiko Obayashi,TOHO,Japan,Creature Feature,157 min,Not Rated,,USD 385505,8.3,155953
4534,  Raw ,02/21/2016,Julia Ducournau,Wild Bunch,FRANCE,Folk Horror|Cosmic Horror,2h 36m,R,$300000,"$2,396,256",8.5,140559
4153,Trick 'r Treat,2007-05-26,Michael Dougherty,warner bros.,U.S.A.,Slasher,161,R,USD 20000000,"87,142,789",5.1,303402
1746,The Innocents,11-08-1961,Jack Clayton,20th Century Fox,United Kingdom,Splatter,122,NC-17,USD 1500000,"19,063,753",7.0,454603
3439,Battle Royale,01/20/2000,Kinji Fukasaku,Toei,Japan,Found Footage,105,,"$1,500,000",USD 10261807,7.7,91913
4721,Suspiria,10-04-2018,Luca Guadagnino,Amazon Studios,Italy,Folk Horror|Splatter,,PG,$300000,,8.6,26490
3611,28 Days Later,16-07-2002,Danny Boyle,Fox Searchlight,UK,Folk Horror,,R,"$6,000,000",25855318,8.7,357066
4178,Insidious,2010/01/25,James Wan,BlumHouse,U.S.A.,Kaiju,122,Not Rated,"300,000","$636,169",5.8,348567
1954,Repulsion,24-07-1965,Roman Polanski,Compton Films,England,Cosmic Horror|Supernatural,142,,USD 300000,4103145,7.3,315389
5324,Frankenstein,2/7/1931,James Whale,universal,USA,Supernatural|Slasher,117,NC-17,750000,$1599134,6.4,398297
1754,The Innocents,7/22/1961,Jack Clayton,20th Century Fox,United Kingdom,Splatter,122,NC-17,"$1,500,000","19,063,753",7.0,197592
2973,A Nightmare on Elm Street,23-03-1984,Wes Craven,New Line Cinema,United States,Werewolf,,Not Rated,"$1,500,000",10311433,5.9,188081
5077,Skinamarink,2022/10/12,Kyle Edward Ball,IFC Midnight,CANADA,Splatter,161,G,"$1,500,000","11,408,908",5.1,387477
1181,The Invisible Man,2/12/1933,James Whale,Universal  ,USA,Vampire,,Not Rated,"$20,000,000",$208181238,5.8,479106
1040,  The Phantom of the Opera ,4/14/1925,Rupert Julian,Universal,us,Splatter|Haunted House,154,NC-17,$750000,"$4,135,308",6.1,116870
4256,The Conjuring,3/26/2013,James Wan,Warner Bros.,USA ,Werewolf,91 min,Unrated,"$50,000",$75128,9.0,40422
1740,Peeping Tom,05/14/1960,Michael Powell,Anglo-Amalgamated,England,Werewolf,96min,PG,,"$16,521,182",8.0,251832
3606,28 Days Later,2002-02-26,Danny Boyle,Fox Searchlight,England,Folk Horror,,R,USD 6000000,25855318,8.7,446324
3021,Re-Animator,1985-02-24,Stuart Gordon,Empire Pictures,United States,Body Horror,140,Unrated,$120000,1181119,9.0,276180
1657,black sunday,11/23/1960,Mario Bava,Galatea Film,italy,Supernatural|Psychological,113 min,NC-17,50000,,,36049
2701,The Evil Dead,09-10-1981,Sam Raimi,new line cinema,USA ,Supernatural,114 min,NC-17,"$50,000",547550,8.1,86458
4316,The Babadook,2014/04/27,Jennifer Kent,Causeway Films,Australia,Found Footage|Zombie,86min,Unrated,"$6,000,000","49,894,496",7.0,216745
1344,THE UNINVITED,1944-09-02,Lewis Allen,Paramount,us,Found Footage,125,Unrated,"50,000",$55760,8.7,339300
5066,skinamarink,5/5/2022,Kyle Edward Ball,IFC Midnight,canada,Splatter,161 min,G,"$1,500,000","11,408,908",5.1,287302
1466,Godzilla,1954-09-10,Ishiro Honda,Toho Co.,Japan,Cosmic Horror,2h 40m,PG-13,USD 6000000,"47,256,128",7.4,52688
2048,Night of the Living Dead,1968-11-01,George Romero,Image Ten,U.S.A.,Zombie,108,G,"1,500,000",$19103735,8.1,446764
3250,Candyman,1992/01/22,Bernard Rose,TriStar Pictures,USA ,Comedy Horror|Zombie,1h 18m,PG-13,USD 50000,197869,6.1,369381
1530,Horror of Dracula,13-11-1958,Terence Fisher,hammer films,U.K.,Found Footage,117,R,$10000000,USD 99981464,8.6,414846
2387,Rabid,8/19/1977,David Cronenberg,Cinepix,CANADA,Splatter,81,G,1500000,$693556,7.4,180708
4520,raw,2016/03/11,Julia Ducournau,Wild Bunch,france,Folk Horror|Cosmic Horror,156min,R,"300,000",USD 2396256,8.5,6395
3730,High Tension,2003-01-17,Alexandre Aja,EuropaCorp,france,Zombie|Kaiju,161 min,G,"$1,500,000",USD 12580491,4.6,162537
4028,Paranormal Activity,04-08-2007,Oren Peli,Blumhouse Productions,us,Giallo,73,R,"10,000,000","$19,874,391",7.0,47285
4507,TRAIN TO BUSAN,2016/09/21,Yeon Sang-ho,Next Entertainment World,Korea,Giallo,165,Unrated,"$1,500,000",18027397,6.7,57270
5317,Talk to Me,09-04-2022,Danny Philippou,A24,Australia,Psychological,122,NC-17,$35000000,USD 386552466,7.5,286891
2888,The Beyond,14-03-1981,Lucio Fulci,Fulvia Film,italy,Gothic,160,Not Rated,3000000,$32305279,,284618
1405,House of Wax,1953/08/06,Andre de Toth,WARNER BROS.,USA,Kaiju|Gothic,1h 12m,G,"$10,000,000","$90,384,239",8.2,299709
2101,  The Wicker Man ,6/19/1973,Robin Hardy,British Lion Films,England,Zombie,1h 17m,,"$6,000,000",$4977047,5.9,360054
3887,Pan's Labyrinth,10/23/2006,Guillermo del Toro,Warner Bros. Pictures,Spain,Folk Horror,91,Unrated,300000,"806,854",4.6,104886
1125,Freaks,7/20/1932,Tod Browning,MGM,USA,Cosmic Horror,72,Unrated,6000000,5451081,4.6,408903
2864,  Poltergeist ,03-07-1982,Tobe Hooper,MGM,USA,Cosmic Horror|Gothic,2h 31m,PG,"$10,000,000",,9.0,456506
2684,The Evil Dead,9/12/1981,Sam Raimi,New Line Cinema,U.S.A.,Supernatural,114 min,,"50,000","$547,550",8.1,64938
3063,The Fly,3/26/1986,David Cronenberg,20th Century Fox,USA ,Cosmic Horror,104,R,"35,000,000",407590945,7.8,211620
4368,Goodnight Mommy,25-03-2014,Veronika Franz,Ulrich Seidl Film,Austria,Giallo,75 min,G,"$300,000",,6.1,384247
4031,  Paranormal Activity ,2007-10-04,Oren Peli,Blumhouse,United States,Giallo,73,R,"10,000,000",,7.0,431228
4238,The Conjuring,04/01/2013,James Wan,WARNER BROS.,U.S.A.,Werewolf,91,Unrated,"$50,000",75128,9.0,221996
2287,Carrie,10/11/1976,Brian De Palma,United Artists,USA,Body Horror,135,PG,$50000,"417,751",8.5,92067
2959,A Nightmare on Elm Street,1984-02-27,Wes Craven,New Line,USA ,Werewolf,117,Not Rated,"1,500,000",USD 10311433,5.9,80347
3500,THE DEVIL'S BACKBONE,04/25/2001,Guillermo del Toro,Warner Sogefilms,Spain,Gothic,117,,,"$555,817",6.6,183170
4453,the wailing,07-05-2016,Na Hong-jin,20th Century Fox Korea,South Korea,Found Footage,150 min,Not Rated,$750000,"$6,632,236",7.6,441657
1326,I Walked with a Zombie,1943-12-06,Jacques Tourneur,RKO Radio Pictures,USA,Found Footage,144,R,"300,000",$2896340,8.9,439009
1881,Onibaba,1964/04/20,Kaneto Shindo,Toho Co.,Nippon,Supernatural|Found Footage,1h 30m,,USD 35000000,"$254,458,145",6.4,316891
4885,Possessor,02/12/2020,Brandon Cronenberg,neon,canada,Occult,138,G,300000,,8.1,251666
2453,Halloween,15-07-1978,John Carpenter,Compass International,USA ,Supernatural,164,PG-13,,"$129,695,880",6.8,246576
1169,  The Mummy ,09/16/1932,Karl Freund,universal,United States,Vampire,140,Unrated,"$10,000,000",,5.7,194449
1887,Onibaba,09-07-1964,Kaneto Shindo,Toho,JAPAN,Supernatural|Found Footage,90 min,PG,"35,000,000","$254,458,145",6.4,32702
2407,  House ,01/12/1977,Nobuhiko Obayashi,Toho Co.,JAPAN,Creature Feature,157,Not Rated,"120,000",USD 385505,8.3,180129
3664,Dark Water,2002/04/08,Hideo Nakata,Toho,Nippon,Comedy Horror,157,R,750000,"$8,030,796",5.4,30500
2267,Carrie,4/9/1976,Brian De Palma,United Artists,USA,Body Horror,,PG,"50,000","$417,751",8.5,330872
2829,the thing,1982-01-01,John Carpenter,Universal  ,us,Folk Horror|Psychological,79 min,R,3000000,$21098115,8.6,97962
1365,The Thing from Another World,7/6/1951,Christian Nyby,RKO Radio Pictures,United States,Giallo|Creature Feature,81min,Unrated,"$50,000",$36116,8.5,348887
2788,Possession,4/5/1981,Andrzej Zulawski,Gaumont,FRANCE,Vampire,2h 42m,R,USD 35000000,"252,848,869",7.3,166064
2880,the beyond,01/11/1981,Lucio Fulci,Fulvia Film,Italy,Gothic,,Not Rated,USD 3000000,"$32,305,279",7.1,43851
2279,Carrie,10/6/1976,Brian De Palma,United Artists,USA,Body Horror,,PG,$50000,417751,8.5,392760
4293,Oculus,15-02-2013,Mike Flanagan,Blumhouse,USA,Kaiju|Haunted House,154 min,NC-17,USD 120000,1389242,5.5,224562
3279,CRONOS,1993-09-03,Guillermo del Toro,October Films,Mexico,Werewolf|Body Horror,71,R,"120,000",$200544,5.0,260001
1871,Blood and Black Lace,3/24/1964,Mario Bava,Emmepi Cinematografica,ITALY,Gothic|Giallo,143min,NC-17,"120,000","215,381",8.4,479549
4780,Midsommar,2019-12-19,Ari Aster,A24,USA,Comedy Horror,93,G,"$6,000,000","31,450,041",6.8,314704
2605,The Shining,7/20/1980,Stanley Kubrick,Warner Bros.,USA,Psychological|Supernatural,151,Not Rated,750000,USD 2789629,6.8,374042
4635,It,2017/10/23,Andy Muschietti,Warner Bros,USA ,Zombie|Giallo,89,NC-17,"1,500,000","1,773,625",5.8,325444
3711,A Tale of Two Sisters,11/10/2003,Kim Jee-woon,Cineclick Asia,S. Korea,Folk Horror,97,PG,3000000,"$26,985,529",9.2,235341
3311,RINGU,1998-03-16,Hideo Nakata,toho,Japan,Psychological,71min,PG,20000000,,4.9,196713
5021,Pearl,17-10-2022,,A24,USA ,Cosmic Horror,144,,3000000,,7.5,393782
1726,Peeping Tom,11/25/1960,Michael Powell,Anglo-Amalgamated,England,Werewolf,96,PG,"$1,500,000",USD 16521182,8.0,137579
4720,Suspiria,11/11/2018,,Amazon Studios,Italy,Folk Horror|Splatter,154,PG,300000,"$3,561,660",8.6,151428
2192,The Texas Chain Saw Massacre,1974-10-13,Tobe Hooper,Bryanston Pictures,USA,Supernatural,101 min,,"3,000,000","13,374,047",7.9,345922
2575,THE BROOD,16-08-1979,David Cronenberg,New World Pictures,Canada,Body Horror|Gothic,87min,,"$10,000,000","$30,655,121",6.1,218656
4067,Let the Right One In,2008/05/26,Tomas Alfredson,Sandrew Metronome,Sweden,Occult,162 min,Unrated,$50000,"$249,436",5.9,24150
2917,City of the Living Dead,1980/09/04,Lucio Fulci,Dania Film,italy,Psychological,102 min,G,$3000000,,8.8,91103
1241,The Wolf Man,1941-10-27,George Waggner,universal,us,Psychological,126,Not Rated,"35,000,000",341406775,,147840
